rank,city,,price,Id,PageUrl
341,来宾,guest,"2,934",341,http://www.cityhouse.cn/default/forsalerank.html
332,七台河,Qitaihe,"3,099",332,http://www.cityhouse.cn/default/forsalerank.html
342,阿拉善,Alxa,"2,859",342,http://www.cityhouse.cn/default/forsalerank.html
333,崇左,Chongzuo,"3,093",333,http://www.cityhouse.cn/default/forsalerank.html
343,黔西南,Southwest Guizhou,"2,856",343,http://www.cityhouse.cn/default/forsalerank.html
334,锡林郭勒,Gol,"3,083",334,http://www.cityhouse.cn/default/forsalerank.html
344,铜川,Tongchuan,"2,855",344,http://www.cityhouse.cn/default/forsalerank.html
335,益阳,Yiyang,"3,077",335,http://www.cityhouse.cn/default/forsalerank.html
345,仙桃,Xiantao,"2,851",345,http://www.cityhouse.cn/default/forsalerank.html
336,博州,Bozhou,"3,056",336,http://www.cityhouse.cn/default/forsalerank.html
346,怒江,Nujiang,"2,834",346,http://www.cityhouse.cn/default/forsalerank.html
337,咸宁,Xianning,"3,029",337,http://www.cityhouse.cn/default/forsalerank.html
347,吐鲁番,Turpan,"2,817",347,http://www.cityhouse.cn/default/forsalerank.html
338,阿克苏,Aksu,"2,999",338,http://www.cityhouse.cn/default/forsalerank.html
348,海北,Rambling,"2,802",348,http://www.cityhouse.cn/default/forsalerank.html
339,石嘴山,Shizuishan,"2,978",339,http://www.cityhouse.cn/default/forsalerank.html
349,海南州,Hainan Prefecture,"2,784",349,http://www.cityhouse.cn/default/forsalerank.html
340,潜江,Qianjiang,"2,938",340,http://www.cityhouse.cn/default/forsalerank.html
350,和田,Wada,"2,758",350,http://www.cityhouse.cn/default/forsalerank.html
351,双鸭山,Shuangyashan,"2,710",351,http://www.cityhouse.cn/default/forsalerank.html
,山南,Shannan,"6,259",361,http://www.cityhouse.cn/default/forsalerank.html
,神农架,Shennongjia,"3,885",371,http://www.cityhouse.cn/default/forsalerank.html
352,克州,Kezhou,"2,684",352,http://www.cityhouse.cn/default/forsalerank.html
,厦门,Xiamen,"32,537",362,http://www.cityhouse.cn/default/forsalerank.html
,图木舒克,Tumushuke,"1,881",372,http://www.cityhouse.cn/default/forsalerank.html
353,鹤岗,Hegang,"2,646",353,http://www.cityhouse.cn/default/forsalerank.html
,深圳,Shenzhen,"50,842",363,http://www.cityhouse.cn/default/forsalerank.html
,白沙,White Sands,"3,795",373,http://www.cityhouse.cn/default/forsalerank.html
354,阿拉尔,Alar,"2,574",354,http://www.cityhouse.cn/default/forsalerank.html
,珠海,Zhuhai,"18,948",364,http://www.cityhouse.cn/default/forsalerank.html
,黄南,Huangnan,"3,102",374,http://www.cityhouse.cn/default/forsalerank.html
355,大兴安岭,Daxinganling,"2,260",355,http://www.cityhouse.cn/default/forsalerank.html
,保定,Baoding,"8,128",365,http://www.cityhouse.cn/default/forsalerank.html
,怒江,Nujiang,"2,834",375,http://www.cityhouse.cn/default/forsalerank.html
356,北屯,Beitun,"2,224",356,http://www.cityhouse.cn/default/forsalerank.html
,东莞,Dongguan,"11,139",366,http://www.cityhouse.cn/default/forsalerank.html
,琼中,Qiongzhong,"3,862",376,http://www.cityhouse.cn/default/forsalerank.html
357,图木舒克,Tumushuke,"1,881",357,http://www.cityhouse.cn/default/forsalerank.html
,上海,Shanghai,"43,052",367,http://www.cityhouse.cn/default/forsalerank.html
,迪庆,Diqing,"3,108",377,http://www.cityhouse.cn/default/forsalerank.html
,苏州,Suzhou,"15,313",358,http://www.cityhouse.cn/default/forsalerank.html
,定安,Ting,"5,130",368,http://www.cityhouse.cn/default/forsalerank.html
,日喀则,Shigatse,"6,405",359,http://www.cityhouse.cn/default/forsalerank.html
,海南州,Hainan Prefecture,"2,784",369,http://www.cityhouse.cn/default/forsalerank.html
,中山,Zhongshan,"7,750",360,http://www.cityhouse.cn/default/forsalerank.html
,乐东,Ledong,"8,321",370,http://www.cityhouse.cn/default/forsalerank.html
